customerid,region,age
485586,New Zealand,45
486221,New Zealand,33
486395,New Zealand,16
493047,New Zealand,37
497444,New Zealand,43
498986,New Zealand,59
505277,New Zealand,51
509961,New Zealand,53
512755,New Zealand,44
515495,Australia,33
522186,Australia,24
523014,New Zealand,57
531728,New Zealand,53
535482,Australia,25
538190,New Zealand,43
541322,New Zealand,40
550468,New Zealand,43
565788,New Zealand,54
581163,New Zealand,47
599163,Australia,53
600936,New Zealand,49
603812,New Zealand,51
621328,New Zealand,40
623869,New Zealand,46
626352,Australia,30
632704,New Zealand,48
641811,Australia,26
642302,New Zealand,51
645435,New Zealand,43
646997,Australia,28
655004,Australia,39
663922,New Zealand,52
668976,New Zealand,51
678409,New Zealand,52
690453,Australia,52
697029,New Zealand,50
699896,New Zealand,22
700270,New Zealand,28
708995,New Zealand,48
713702,Australia,24
730528,Australia,56
731701,Australia,27
735282,New Zealand,35
742332,New Zealand,56
742753,New Zealand,47
751645,New Zealand,44
754922,New Zealand,59
759704,New Zealand,57
766109,New Zealand,50
771006,New Zealand,81
782840,New Zealand,32
797297,New Zealand,54
804238,New Zealand,28
805329,New Zealand,40
805582,New Zealand,51
810149,Australia,49
818448,New Zealand,25
837538,New Zealand,27
846069,New Zealand,54
846434,New Zealand,46
848247,Australia,28
852692,New Zealand,59
857208,New Zealand,36
857916,Australia,25
866269,New Zealand,47
870141,New Zealand,45
870923,New Zealand,56
887622,New Zealand,54
890394,New Zealand,42
896849,New Zealand,72
898168,New Zealand,70
910168,New Zealand,49
921588,Australia,25
924518,Australia,48
925363,New Zealand,22
931067,New Zealand,36
934125,New Zealand,53
939218,New Zealand,41
941109,New Zealand,49
949466,New Zealand,38
949944,Australia,20
954449,New Zealand,38
956330,New Zealand,60
957229,New Zealand,19
958572,New Zealand,60
967637,New Zealand,61
972683,New Zealand,38
978517,New Zealand,46
979039,New Zealand,43
985182,Australia,25
985720,Australia,33
988115,New Zealand,55
988239,New Zealand,37
988973,New Zealand,56
992742,New Zealand,24
995164,Australia,26
995869,Australia,24
996371,New Zealand,54
1005370,New Zealand,57
1035810,New Zealand,30
1038136,New Zealand,42
1039168,Australia,38
1044739,New Zealand,45
1049300,New Zealand,44
1051340,New Zealand,42
1055757,Australia,26
1060726,Australia,22
1070175,Australia,29
1092083,Australia,25
1119011,Australia,43
1124918,Australia,34
1149658,Australia,50
1160959,New Zealand,23
1192443,New Zealand,50
1195222,Australia,27
1216207,New Zealand,23
1217275,New Zealand,22
1217923,New Zealand,51
1227939,New Zealand,30
1231967,New Zealand,29
1237952,Australia,26
1238243,New Zealand,20
1244319,New Zealand,51
1255793,Australia,27
1288515,New Zealand,49
1294962,Australia,25
1296731,Australia,26
1297046,New Zealand,33
1316693,Australia,22
1322367,Australia,1
1329134,New Zealand,40
1331997,Australia,33
1336326,Australia,22
1356064,Australia,22
1367386,New Zealand,25
1381225,New Zealand,29
1407087,Australia,21
1450527,Australia,52
1456746,Australia,17
1468341,New Zealand,39
1477622,Australia,21
1488180,Australia,21
1494868,Australia,23
1543587,Australia,26
1562444,New Zealand,55
1564888,Australia,31
1569351,Australia,22
1585420,New Zealand,24
1589086,Australia,17
1589956,Australia,30
1600795,New Zealand,29
1645523,New Zealand,21
1645830,New Zealand,30
1656273,New Zealand,55
2025612,New Zealand,53
2194595,Australia,21
2214619,Australia,23
2220187,New Zealand,24
2244263,New Zealand,20
2246387,New Zealand,44
2276995,Australia,18
2292255,New Zealand,21
2295912,New Zealand,39
2306808,Australia,38
2360368,New Zealand,48
2376950,New Zealand,45
2415807,New Zealand,39
2472802,Australia,26
2534236,New Zealand,23
2534364,New Zealand,24
2542756,New Zealand,21
2553119,New Zealand,22
2554502,New Zealand,20
2609894,Australia,23
2613923,New Zealand,33
2644296,New Zealand,49
2702748,Australia,28
2723942,New Zealand,22
2724690,New Zealand,50
2731119,Australia,53
2739188,Australia,29
2750733,USA,20
2759729,New Zealand,44
2767312,New Zealand,55
2778828,New Zealand,22
2779124,Australia,27
2795065,USA,18
2799458,New Zealand,47
2816824,New Zealand,46
2819503,USA,40
2826806,USA,24
2828661,Australia,121
2843446,New Zealand,43
2871196,New Zealand,28
2887217,New Zealand,23
2888976,Australia,31
2896212,Australia,19
2896748,Australia,48
2909085,Australia,20
2909764,New Zealand,19
2910204,Australia,22
2921243,Australia,46
2931238,New Zealand,117
2936973,Australia,39
2939226,Australia,21
2942509,Australia,39
2961691,USA,22
2974958,Australia,21
2982032,Australia,20
2983901,New Zealand,55
3011917,Australia,18
3028404,Australia,21
3032626,New Zealand,45
3039295,Australia,46
3045365,Australia,23
3048407,Australia,20
3050933,USA,20
3054315,USA,18
3091570,New Zealand,22
3092405,Australia,19
3102736,New Zealand,55
3118342,Australia,29
3121821,Australia,22
3126643,USA,16
3127432,USA,24
3128947,USA,21
3132213,USA,51
3136741,United States,25
3140074,USA,23
3144015,USA,22
3145539,Australia,16
3155082,New Zealand,20
3181289,USA,28
3181410,Australia,31
3189659,Australia,20
3255369,New Zealand,24
3256454,USA,23
3265603,Australia,39
3267733,Australia,18
3301895,Australia,25
3312848,Australia,59
3317957,Australia,62
3319266,Australia,51
3328905,Australia,17
3348832,Australia,28
3361123,Australia,34
3396378,Australia,20
3411954,New Zealand,27
3416932,New Zealand,44
3440108,Australia,20
3449098,New Zealand,58
3467569,Australia,43
3483228,Australia,48
3484524,USA,21
3491079,New Zealand,70
3504815,USA,21
3514295,New Zealand,43
3520739,Australia,35
3555275,Australia,19
3558631,Australia,38
3590758,New Zealand,22
3598217,Australia,19
3670508,Australia,47
3721595,Australia,22
3749476,Australia,15
3816018,USA,19
3838238,Australia,20
3865570,Australia,22
3895988,New Zealand,52
300095,New Zealand,52
314100,New Zealand,34
2310619,Australia,48
1491873,New Zealand,41
1061297,Australia,33
2878597,Australia,21
2901586,Australia,21
336118,New Zealand,40
318032,New Zealand,50
1363918,New Zealand,66
2662769,New Zealand,21
927719,Australia,39
998104,Australia,28
2491627,New Zealand,33
3713689,Australia,29
1055165,New Zealand,25
183831,Australia,29
1023017,Australia,25
2939171,New Zealand,34
3245644,Australia,21
2893911,New Zealand,31
992397,New Zealand,25
3152364,Australia,21
175084,New Zealand,46
263401,New Zealand,38
808073,New Zealand,22
3745116,Australia,22
1555752,Australia,26
2161194,Australia,35
2314264,New Zealand,33
330200,New Zealand,34
349441,New Zealand,39
370038,New Zealand,41
593322,New Zealand,48
996300,Australia,60
1009044,New Zealand,32
1019114,New Zealand,30
1052370,Australia,32
1258782,Australia,58
2942425,Australia,51
3155182,Australia,26
3385566,Australia,45
3519350,Australia,33
3539311,New Zealand,56
3643656,Australia,27
3666011,Australia,64
2801460,USA,23
2750507,New Zealand,35
938517,Australia,22
2855486,Australia,25
622243,Australia,53
701107,New Zealand,47
780633,Australia,20
1071339,New Zealand,47
1437619,New Zealand,27
2771258,New Zealand,41
2775937,Australia,19
2886176,Australia,30
307999,New Zealand,28
626407,Australia,27
739532,Australia,25
2819323,USA,23
964683,Australia,30
2144065,New Zealand,27
1364734,Australia,24
997526,New Zealand,29
280821,Australia,66
848785,Australia,30
1000686,New Zealand,52
2323994,Australia,31
3026760,Australia,29
3216009,Australia,18
865443,New Zealand,34
1026708,New Zealand,51
1614655,New Zealand,23
3637946,Australia,19
3114733,New Zealand,17
323557,New Zealand,25
2682155,New Zealand,19
3705962,Australia,21
524202,New Zealand,26
842203,New Zealand,43
1485332,Australia,23
1516362,Australia,19
3108924,Australia,19
3374887,Australia,25
3621336,Australia,26
648156,Australia,23
2481825,Australia,22
411621,New Zealand,29
3777986,Australia,17
3230166,Australia,15
3444519,New Zealand,17
2753020,New Zealand,18
479477,New Zealand,35
538242,New Zealand,25
714274,New Zealand,21
1051787,New Zealand,23
1253404,Australia,22
1326718,New Zealand,20
1356543,Australia,21
1512628,Australia,20
2529143,New Zealand,17
3600354,Australia,21
3540847,Australia,20
1018010,Australia,31
2954773,USA,18
3299277,USA,22
1056023,Australia,23
1094976,New Zealand,19
1283089,New Zealand,18
2538992,New Zealand,16
2709325,New Zealand,17
312474,New Zealand,19
2530249,New Zealand,26
3660110,New Zealand,16
589780,Australia,27
348746,New Zealand,30
534683,New Zealand,28
665700,New Zealand,30
978113,Australia,22
3557749,Australia,18
2782995,Australia,18
3692352,Australia,21
3442004,Australia,25
140335,New Zealand,31
148740,New Zealand,39
149956,New Zealand,27
425659,New Zealand,53
641804,Australia,36
835195,New Zealand,39
879581,New Zealand,49
932438,New Zealand,26
1646615,New Zealand,30
2908299,Australia,38
1012238,New Zealand,61
764354,New Zealand,25
293096,New Zealand,27
249484,New Zealand,40
2937073,Australia,19
3445728,New Zealand,14
126338,Australia,38
136603,New Zealand,43
147749,New Zealand,41
328615,New Zealand,52
356861,New Zealand,48
457705,Australia,32
832393,New Zealand,47
1030821,New Zealand,50
1044863,Australia,25
1216711,Australia,19
1647013,New Zealand,19
3127136,Australia,20
892031,New Zealand,21
411966,New Zealand,49
1133776,New Zealand,49
381715,New Zealand,50
59642,New Zealand,38
59976,New Zealand,45
73358,New Zealand,45
116884,New Zealand,37
123356,New Zealand,18
156604,New Zealand,39
167191,New Zealand,46
184277,New Zealand,55
222122,New Zealand,47
238000,New Zealand,42
252577,New Zealand,43
308321,Australia,50
332635,New Zealand,51
340082,Australia,41
344729,New Zealand,45
366145,New Zealand,35
369054,New Zealand,40
371899,New Zealand,34
373233,Australia,40
374089,New Zealand,53
381192,Australia,54
394813,New Zealand,53
426153,New Zealand,49
432046,New Zealand,37
434201,New Zealand,31
445332,New Zealand,50
458697,New Zealand,31
476079,New Zealand,40
568617,New Zealand,53
572835,New Zealand,29
611487,New Zealand,56
675168,New Zealand,42
701224,New Zealand,37
737030,New Zealand,59
743369,New Zealand,51
756144,New Zealand,50
758572,New Zealand,37
775090,New Zealand,30
811253,New Zealand,52
822595,New Zealand,21
935941,New Zealand,35
944378,New Zealand,54
995291,Australia,30
998130,New Zealand,48
1003768,Australia,37
1029362,New Zealand,45
1030926,New Zealand,48
1047601,New Zealand,48
1239672,New Zealand,51
1304891,New Zealand,47
1468087,New Zealand,37
1605814,New Zealand,46
1646740,New Zealand,24
1648330,Australia,22
2143260,Australia,23
2218580,New Zealand,29
2322734,New Zealand,48
2486104,New Zealand,20
2567638,New Zealand,55
2579361,Australia,21
2659262,New Zealand,47
2851373,New Zealand,22
2900057,Australia,19
3159501,New Zealand,48
3222059,New Zealand,38
3569128,New Zealand,35
3673303,Australia,49
1590454,New Zealand,43
3756089,Australia,22
3804383,Australia,20
12243,New Zealand,19
91553,Australia,44
117338,New Zealand,26
146643,Australia,27
249757,New Zealand,23
313495,New Zealand,26
342107,New Zealand,27
355234,New Zealand,26
437833,New Zealand,21
454861,New Zealand,26
502447,New Zealand,20
529715,New Zealand,27
535172,New Zealand,24
674562,New Zealand,25
691706,New Zealand,24
728856,New Zealand,24
738071,New Zealand,25
747023,New Zealand,30
754727,New Zealand,23
774159,New Zealand,19
786529,New Zealand,22
806928,New Zealand,22
828910,Australia,27
876989,Australia,23
901395,New Zealand,22
901952,New Zealand,22
902178,Australia,24
922982,Australia,25
927630,New Zealand,23
928695,New Zealand,23
938175,New Zealand,24
941081,New Zealand,24
950349,New Zealand,22
961107,Australia,30
963098,Australia,25
963704,New Zealand,26
970294,New Zealand,28
976144,New Zealand,22
985645,New Zealand,31
1007802,Australia,30
1019675,Australia,21
1022934,New Zealand,28
1027988,Australia,25
1032165,Australia,25
1032168,New Zealand,32
1032213,New Zealand,23
1035364,New Zealand,25
1048720,New Zealand,20
1051330,Australia,20
1078147,New Zealand,31
1080151,New Zealand,23
1156025,New Zealand,21
1160145,New Zealand,22
1203949,New Zealand,21
1205801,Australia,28
1211247,New Zealand,22
1259448,New Zealand,25
1299869,New Zealand,21
1304131,Australia,21
1321838,New Zealand,21
1363984,Australia,22
1378033,Australia,21
1380580,Australia,21
1461584,Australia,39
1467376,Australia,20
1493600,Australia,21
1571876,New Zealand,24
1572415,Australia,23
1647689,New Zealand,22
1648071,New Zealand,21
1648125,New Zealand,21
2141799,New Zealand,24
2180814,New Zealand,19
2234996,New Zealand,19
2279582,Australia,34
2283817,New Zealand,16
2290882,Australia,39
2303458,Australia,19
2335113,Australia,22
2369226,New Zealand,22
2369594,Australia,21
2374784,New Zealand,20
2437622,Australia,23
2469194,New Zealand,23
2472439,New Zealand,18
2521980,Australia,22
2531780,Australia,21
2594380,USA,37
2616460,Australia,23
2645533,New Zealand,22
2657613,New Zealand,21
2660368,New Zealand,19
2763072,New Zealand,20
2770030,New Zealand,18
2815817,New Zealand,23
2817187,New Zealand,18
2830081,New Zealand,20
2852072,New Zealand,18
2852165,New Zealand,22
2868984,New Zealand,15
2882606,New Zealand,20
2886928,New Zealand,20
2892493,Australia,24
2896831,Australia,16
2899073,Australia,24
2908873,New Zealand,22
2910963,New Zealand,24
2912864,New Zealand,24
2913597,New Zealand,17
2919962,Australia,21
2925882,New Zealand,19
2928821,New Zealand,19
2943848,Australia,23
2949309,Australia,27
2949868,New Zealand,20
2954522,Australia,21
2954626,New Zealand,16
2959177,Australia,24
2970400,Australia,20
2976992,New Zealand,19
2984563,Australia,16
3008592,Australia,19
3018283,Australia,19
3032583,USA,23
3038772,New Zealand,19
3061619,New Zealand,17
3080861,Australia,21
3084357,New Zealand,18
3142158,Australia,17
3154178,Australia,21
3164107,New Zealand,20
3190045,Australia,24
3231263,New Zealand,16
3252674,Australia,20
3297809,Australia,24
3312053,Australia,20
3331166,Australia,17
3345190,Australia,20
3348028,Australia,23
3362003,Australia,19
3364142,Australia,20
3382845,New Zealand,22
3402934,Australia,21
3407526,New Zealand,20
3408145,Australia,25
3413459,Australia,19
3413923,New Zealand,20
3430653,Australia,18
3460814,New Zealand,22
3461706,New Zealand,1
3468675,Australia,16
3537178,Australia,18
3539928,Australia,20
3554081,Australia,26
3586239,New Zealand,23
3607317,Australia,18
3620878,Australia,15
3677535,New Zealand,15
3703090,Australia,27
3736427,Australia,15
3803587,USA,20
3817054,USA,27
3823539,Australia,20
3826739,USA,20
3840453,Australia,24
3882343,Australia,24
3893826,Australia,19
820437,New Zealand,22
3496527,New Zealand,19
2339592,New Zealand,20
2846594,New Zealand,17
3007807,New Zealand,22
291,New Zealand,48
17449,New Zealand,51
41635,New Zealand,41
55812,New Zealand,53
61431,New Zealand,36
62925,New Zealand,33
70954,New Zealand,41
78037,New Zealand,36
80895,New Zealand,48
112230,New Zealand,53
112257,New Zealand,49
112523,New Zealand,46
113119,New Zealand,27
117553,New Zealand,45
124299,New Zealand,48
126558,New Zealand,38
131383,New Zealand,32
135331,New Zealand,42
138657,New Zealand,44
144886,New Zealand,30
151293,New Zealand,29
154763,New Zealand,54
158742,Australia,41
158896,New Zealand,47
160383,New Zealand,17
162933,New Zealand,31
163386,New Zealand,34
165963,New Zealand,51
166700,New Zealand,33
168404,Australia,45
168547,Australia,49
172726,New Zealand,26
173299,New Zealand,41
176535,New Zealand,29
176749,New Zealand,39
177427,New Zealand,39
179877,New Zealand,47
184662,New Zealand,55
185524,New Zealand,44
189936,Australia,18
192891,New Zealand,47
195237,New Zealand,43
199582,New Zealand,39
201261,New Zealand,31
202309,Australia,28
203527,New Zealand,43
206944,New Zealand,34
207935,New Zealand,51
209535,Australia,27
213663,New Zealand,41
214236,Australia,31
222269,New Zealand,40
223217,New Zealand,43
227839,Australia,40
229092,New Zealand,37
230053,New Zealand,47
234352,New Zealand,62
236809,New Zealand,52
237012,New Zealand,44
238078,New Zealand,28
239751,New Zealand,40
240075,New Zealand,42
248478,New Zealand,39
253501,New Zealand,61
258856,New Zealand,43
262361,New Zealand,38
264318,New Zealand,50
265276,New Zealand,72
266136,Australia,18
268071,New Zealand,62
269901,New Zealand,41
270182,Australia,31
270539,New Zealand,41
272528,New Zealand,30
278315,New Zealand,45
282224,New Zealand,54
283532,New Zealand,49
283882,New Zealand,32
286157,New Zealand,34
287108,New Zealand,40
287992,New Zealand,57
288006,New Zealand,27
288138,New Zealand,30
288162,New Zealand,44
289001,New Zealand,49
289715,New Zealand,54
289724,New Zealand,24
289748,New Zealand,42
291247,New Zealand,59
291434,New Zealand,41
291840,New Zealand,52
291861,New Zealand,57
292425,New Zealand,31
292428,New Zealand,31
292764,New Zealand,49
294070,New Zealand,48
294234,Australia,30
294730,New Zealand,50
295369,New Zealand,50
306796,New Zealand,41
307343,New Zealand,35
307787,New Zealand,42
310226,New Zealand,50
312222,New Zealand,39
312317,New Zealand,41
312885,New Zealand,51
314706,New Zealand,49
315323,New Zealand,49
316672,New Zealand,47
316931,New Zealand,48
317293,New Zealand,38
317978,New Zealand,37
318353,New Zealand,48
318730,New Zealand,65
319063,New Zealand,45
319876,New Zealand,66
321228,New Zealand,52
321300,New Zealand,48
321452,Australia,40
321897,New Zealand,45
322053,New Zealand,41
323635,Australia,27
324234,New Zealand,30
324789,New Zealand,28
325113,New Zealand,37
326562,New Zealand,43
327731,New Zealand,38
328828,New Zealand,44
329609,New Zealand,50
330746,New Zealand,47
331182,New Zealand,33
335213,New Zealand,44
336102,Australia,34
336300,New Zealand,46
337053,New Zealand,52
339636,New Zealand,45
340848,New Zealand,44
341194,New Zealand,29
341699,New Zealand,38
341700,New Zealand,38
345077,New Zealand,33
346096,New Zealand,47
349759,New Zealand,37
350843,New Zealand,46
354282,New Zealand,37
355564,New Zealand,53
355808,New Zealand,23
355846,New Zealand,36
358099,New Zealand,56
360586,New Zealand,52
360854,New Zealand,51
361790,New Zealand,28
362546,New Zealand,52
364502,New Zealand,47
365642,New Zealand,41
366494,Australia,24
368176,New Zealand,33
368273,New Zealand,48
368357,Australia,31
369255,New Zealand,48
371938,New Zealand,46
372354,New Zealand,43
372745,New Zealand,53
373051,Australia,45
373780,New Zealand,43
373818,New Zealand,52
377781,New Zealand,65
379484,New Zealand,49
380623,New Zealand,50
381047,New Zealand,38
381908,New Zealand,31
381988,New Zealand,39
382650,New Zealand,48
382655,Australia,59
383364,New Zealand,40
384629,New Zealand,57
385233,New Zealand,54
385492,New Zealand,47
386792,New Zealand,29
388185,New Zealand,51
389445,Australia,35
390958,New Zealand,42
390986,New Zealand,71
392735,New Zealand,42
392847,New Zealand,44
394338,Australia,54
395192,New Zealand,50
395652,New Zealand,43
396057,New Zealand,16
396893,New Zealand,44
396933,New Zealand,40
399151,Australia,29
399434,New Zealand,49
400338,New Zealand,53
402268,New Zealand,45
405472,New Zealand,49
406521,New Zealand,77
406735,New Zealand,28
408393,New Zealand,50
408542,New Zealand,48
409010,New Zealand,56
409097,New Zealand,41
410243,New Zealand,49
412137,New Zealand,27
412668,New Zealand,56
413398,New Zealand,49
415436,New Zealand,45
417839,New Zealand,60
417958,New Zealand,65
419458,Australia,27
420796,New Zealand,45
421770,New Zealand,38
424617,New Zealand,50
424827,Australia,33
425509,New Zealand,53
425770,New Zealand,55
431052,Australia,29
434163,New Zealand,47
434515,New Zealand,49
434718,New Zealand,62
437692,New Zealand,47
437827,Australia,57
439572,New Zealand,45
440532,Australia,38
441441,New Zealand,28
442902,New Zealand,25
445064,New Zealand,22
447482,Australia,53
450611,Australia,38
454105,New Zealand,37
457667,New Zealand,44
460389,Australia,31
462602,Australia,53
466006,New Zealand,31
474161,Australia,43
474719,New Zealand,30
480936,New Zealand,45
485469,New Zealand,46
485749,New Zealand,46
486096,New Zealand,56
487798,New Zealand,49
488023,New Zealand,46
492236,Australia,47
497365,Australia,24
499623,Australia,28
513235,New Zealand,52
514852,New Zealand,24
524977,New Zealand,26
526169,New Zealand,40
528275,New Zealand,56
528902,New Zealand,22
530073,New Zealand,38
530292,New Zealand,24
530757,Australia,37
532897,Australia,29
534324,Australia,28
537552,New Zealand,23
538697,Australia,22
539095,New Zealand,31
540314,New Zealand,60
540894,New Zealand,36
564898,New Zealand,56
565668,New Zealand,33
567068,New Zealand,53
568626,New Zealand,35
570389,Australia,26
572669,New Zealand,24
573473,New Zealand,44
577134,New Zealand,40
580368,New Zealand,49
591294,New Zealand,33
592567,Australia,53
592766,New Zealand,41
597381,New Zealand,46
597894,Australia,30
601097,New Zealand,41
611674,New Zealand,54
612641,New Zealand,55
618237,Australia,21
618662,New Zealand,44
619612,New Zealand,46
621200,Australia,34
622579,New Zealand,44
626267,New Zealand,15
626870,New Zealand,55
631816,Australia,31
640991,Australia,26
641760,Australia,26
642899,New Zealand,54
643972,New Zealand,53
650961,Australia,36
658248,New Zealand,43
658712,New Zealand,52
661766,Australia,45
662023,Australia,40
666658,Australia,55
670505,New Zealand,41
679189,New Zealand,38
684293,Australia,24
685691,Australia,28
693293,New Zealand,55
697099,Australia,35
703926,New Zealand,49
706266,New Zealand,54
707850,New Zealand,37
709706,New Zealand,45
710253,Australia,24
711964,New Zealand,26
713236,New Zealand,54
721069,Australia,23
725902,Australia,55
729939,New Zealand,49
730295,Australia,27
734807,New Zealand,30
737145,New Zealand,51
737587,New Zealand,54
737643,Australia,23
743053,Australia,49
744367,Australia,48
746899,Australia,23
747841,New Zealand,49
749166,New Zealand,22
752088,Australia,51
761030,Australia,52
768277,Australia,23
768860,New Zealand,40
769449,New Zealand,20
774176,New Zealand,23
778645,New Zealand,57
779197,New Zealand,40
779437,New Zealand,24
780747,New Zealand,46
781749,Australia,26
785866,Australia,55
787285,New Zealand,24
787346,New Zealand,42
797509,Australia,52
800125,New Zealand,44
803505,New Zealand,56
811124,New Zealand,54
811449,Australia,27
812006,New Zealand,52
813557,New Zealand,58
813737,New Zealand,49
817842,Australia,36
819521,New Zealand,50
821164,New Zealand,57
826942,Australia,44
835899,Australia,23
841027,New Zealand,44
843854,New Zealand,50
845192,Australia,47
846365,New Zealand,21
847528,Australia,25
849893,New Zealand,22
852045,Australia,39
853161,New Zealand,53
855900,Australia,39
859281,Australia,22
864229,New Zealand,51
864603,New Zealand,47
867195,Australia,33
871944,New Zealand,50
873337,New Zealand,38
873485,New Zealand,21
873989,Australia,27
874418,New Zealand,48
876336,New Zealand,21
876355,Australia,33
876384,Australia,52
876389,Australia,25
881136,New Zealand,53
883114,New Zealand,51
894606,New Zealand,25
894802,Australia,55
896219,New Zealand,47
897228,New Zealand,57
900525,New Zealand,47
906774,Australia,25
907300,Australia,33
909259,New Zealand,39
911608,Australia,42
914102,Australia,28
914567,New Zealand,54
914791,New Zealand,45
917662,New Zealand,55
919458,New Zealand,53
920451,New Zealand,66
924820,Australia,19
929784,New Zealand,37
930771,Australia,42
933636,New Zealand,49
934677,New Zealand,43
935616,New Zealand,20
935932,New Zealand,51
936164,New Zealand,22
936224,Australia,51
939536,Australia,23
939583,New Zealand,53
942463,Australia,29
944303,Australia,50
948544,New Zealand,21
950535,New Zealand,44
951683,New Zealand,24
953961,New Zealand,38
955465,New Zealand,55
955894,New Zealand,42
957431,New Zealand,32
958125,New Zealand,43
959218,New Zealand,68
963445,Australia,25
965379,New Zealand,36
966295,New Zealand,41
967616,New Zealand,49
969040,Australia,22
969432,Australia,30
973248,New Zealand,28
975799,New Zealand,23
978540,Australia,20
980290,New Zealand,24
981671,New Zealand,52
982323,Australia,27
984081,New Zealand,61
985082,Australia,29
987347,New Zealand,39
988548,New Zealand,56
989774,Australia,49
992823,New Zealand,40
996634,New Zealand,47
1000337,Australia,32
1002196,Australia,35
1005121,Australia,23
1006732,New Zealand,24
1010782,Australia,30
1011895,New Zealand,45
1013390,Australia,21
1015659,Australia,38
1016337,New Zealand,35
1017646,Australia,62
1018186,Australia,27
1021430,New Zealand,53
1022948,Australia,35
1023961,Australia,22
1026651,New Zealand,42
1027033,Australia,23
1028865,New Zealand,46
1032039,New Zealand,51
1034158,Australia,56
1034513,Australia,27
1034688,Australia,24
1041172,New Zealand,55
1044966,Australia,31
1045604,New Zealand,57
1045715,Australia,29
1046891,New Zealand,50
1048957,Australia,25
1056022,Australia,28
1090261,Australia,24
1093000,Australia,19
1104731,Australia,21
1131850,New Zealand,44
1134405,New Zealand,52
1146035,Australia,22
1160140,New Zealand,20
1212060,Australia,22
1215096,Australia,22
1221258,Australia,18
1225748,Australia,29
1226071,New Zealand,23
1229948,New Zealand,22
1230045,Australia,20
1232116,Australia,46
1249770,Australia,25
1266492,New Zealand,58
1273650,Australia,35
1293639,New Zealand,46
1300340,New Zealand,55
1316594,Australia,20
1321558,Australia,24
1325212,New Zealand,52
1326388,Australia,40
1337962,New Zealand,43
1352795,Australia,18
1374635,Australia,25
1381147,New Zealand,25
1381682,Australia,18
1401557,Australia,21
1415363,Australia,16
1416110,Australia,22
1425365,Australia,41
1433729,New Zealand,40
1459708,Australia,28
1482853,New Zealand,50
1487550,Australia,20
1492550,Australia,23
1509709,New Zealand,22
1531318,New Zealand,39
1534206,New Zealand,52
1534845,Australia,30
1558547,New Zealand,42
1577584,Australia,22
1646741,New Zealand,48
1647071,Australia,20
1647080,New Zealand,42
1647103,New Zealand,19
1647398,New Zealand,35
1648356,New Zealand,23
1648538,New Zealand,31
1661413,New Zealand,20
1676951,New Zealand,27
1769603,New Zealand,56
2141379,Australia,29
2143300,Australia,23
2160700,New Zealand,50
2185300,Australia,33
2196600,New Zealand,32
2211550,New Zealand,20
2216388,Australia,18
2233635,Australia,25
2249481,Australia,24
2252231,New Zealand,21
2269985,New Zealand,50
2272150,New Zealand,22
2295069,Australia,20
2295871,Australia,25
2299273,Australia,21
2313825,Australia,20
2345165,Australia,25
2357505,New Zealand,53
2384606,Australia,21
2440934,Australia,21
2441831,New Zealand,53
2452724,New Zealand,27
2476411,Australia,20
2480182,New Zealand,38
2491035,Australia,25
2498302,New Zealand,33
2499208,Australia,19
2505590,New Zealand,21
2538765,Australia,27
2560406,New Zealand,22
2563986,Australia,20
2564711,New Zealand,22
2592400,New Zealand,22
2596635,Australia,19
2608181,New Zealand,19
2613962,New Zealand,46
2625008,New Zealand,33
2632159,Australia,19
2632478,New Zealand,36
2634572,USA,23
2637548,Australia,23
2640004,New Zealand,19
2678797,New Zealand,20
2691856,Australia,22
2703322,Australia,17
2709575,New Zealand,22
2712701,New Zealand,20
2714224,New Zealand,23
2718172,New Zealand,22
2723216,Australia,21
2724310,USA,28
2726541,USA,26
2729457,New Zealand,65
2732251,Australia,20
2740035,USA,19
2742128,New Zealand,18
2748691,Australia,21
2753569,New Zealand,18
2763002,New Zealand,21
2763190,New Zealand,45
2765706,New Zealand,20
2769300,USA,23
2769407,New Zealand,55
2770428,Australia,34
2771922,Australia,17
2779117,New Zealand,22
2790135,New Zealand,32
2802664,New Zealand,23
2803188,Australia,25
2804089,USA,28
2808320,Australia,16
2809668,New Zealand,21
2821986,New Zealand,93
2825053,Australia,21
2825483,New Zealand,22
2834037,Australia,50
2843404,New Zealand,46
2844029,New Zealand,47
2844444,New Zealand,20
2845339,New Zealand,44
2851477,USA,20
2872603,New Zealand,19
2874749,Australia,52
2877611,Australia,32
2880191,Australia,21
2892437,Australia,17
2893678,Australia,19
2900872,New Zealand,20
2905205,New Zealand,34
2909101,Australia,25
2909929,Australia,24
2924041,New Zealand,16
2928735,New Zealand,19
2933526,Australia,20
2937162,Australia,33
2948870,New Zealand,16
2952489,Australia,22
2954366,United States,26
2955371,New Zealand,19
2958984,Australia,25
2962544,Australia,49
2976723,United States,46
2979353,New Zealand,45
2981552,Australia,19
2983394,New Zealand,51
2993404,Australia,21
3007980,Australia,19
3014833,Australia,47
3019348,Australia,22
3021431,New Zealand,49
3026048,New Zealand,24
3034235,New Zealand,33
3036016,Australia,23
3038551,New Zealand,43
3054333,New Zealand,58
3055446,USA,19
3073454,Australia,21
3074195,Australia,21
3075657,Australia,28
3078537,USA,26
3092309,Australia,19
3094045,Australia,16
3122284,USA,26
3129155,USA,24
3151434,USA,31
3154450,Australia,21
3156277,New Zealand,25
3161182,New Zealand,47
3163237,Australia,57
3164164,Australia,23
3177416,Australia,18
