customerid,region,age
346356,New Zealand,25
349237,Australia,31
353822,New Zealand,29
353850,New Zealand,28
361739,New Zealand,26
373879,New Zealand,30
409542,Australia,27
425627,New Zealand,30
433896,New Zealand,34
434552,Australia,31
436999,Australia,30
447687,Australia,32
457398,New Zealand,36
458049,New Zealand,25
466608,New Zealand,30
536000,New Zealand,32
591098,New Zealand,25
591167,New Zealand,22
593066,New Zealand,32
646029,Australia,25
656996,New Zealand,31
661134,New Zealand,31
713515,Australia,23
763708,Australia,21
767850,New Zealand,28
773870,New Zealand,25
773877,Australia,18
778324,Australia,25
790070,Australia,23
807764,Australia,23
823458,Australia,29
830193,New Zealand,32
878979,New Zealand,24
881342,New Zealand,30
895670,New Zealand,31
895871,New Zealand,35
934021,Australia,23
937419,Australia,25
940797,Australia,23
946265,Australia,24
949662,Australia,21
953038,Australia,31
958541,Australia,22
991504,Australia,24
1002942,Australia,23
1020801,Australia,21
1022525,Australia,21
1028297,New Zealand,20
1028501,New Zealand,22
1029003,Australia,27
1033150,Australia,23
1037063,Australia,21
1040780,Australia,22
1042197,Australia,26
1049102,New Zealand,25
1077866,Australia,25
1087342,Australia,20
1094094,Australia,20
1135062,Australia,21
1159268,New Zealand,21
1168134,Australia,24
1203551,Australia,22
1219035,Australia,22
1255844,Australia,32
1300861,Australia,21
1304651,Australia,22
1326551,Australia,20
1362519,New Zealand,30
1391286,Australia,25
1436801,New Zealand,36
1456915,Australia,21
1478814,Australia,20
1530758,Australia,20
1556690,New Zealand,17
1564939,New Zealand,22
1568761,Australia,20
1596905,Australia,21
1600904,Australia,19
1630519,New Zealand,19
2140390,Australia,20
2142650,Australia,19
2226649,New Zealand,20
2284061,Australia,21
2319729,Australia,22
2335771,Australia,21
2344934,New Zealand,20
2365813,Australia,19
2369764,Australia,21
2408755,New Zealand,19
2436002,Australia,21
2524379,Australia,19
2549865,Australia,25
2619111,New Zealand,16
2660446,Australia,32
2675518,Australia,22
2696880,New Zealand,21
2739099,Australia,20
2744941,Australia,21
2751251,New Zealand,15
2751994,New Zealand,18
2756395,New Zealand,19
2772245,New Zealand,19
2805251,New Zealand,29
2812336,New Zealand,18
2815818,New Zealand,17
2835654,New Zealand,19
2888652,Australia,28
2908693,Australia,22
2925026,New Zealand,16
3012399,Australia,21
3034866,Australia,17
3048798,Australia,17
3057687,Australia,17
3075875,Australia,19
3082094,Australia,18
3088404,Australia,20
3091003,Australia,20
3094394,Australia,17
3096276,New Zealand,19
3115297,Australia,17
3131726,Australia,21
3132203,Australia,16
3155128,Australia,27
3201642,Australia,17
3204092,Australia,21
3204797,Australia,21
3228063,Australia,18
3241169,Australia,22
3246815,Australia,15
3249821,New Zealand,50
3255766,Australia,19
3256674,Australia,17
3279737,Australia,18
3299088,Australia,22
3325957,Australia,15
3340304,Australia,17
3358349,Australia,23
3358389,Australia,15
3389388,Australia,22
3414473,New Zealand,22
3440595,New Zealand,20
3446881,Australia,19
3458124,Australia,20
3487324,Australia,22
3515444,New Zealand,15
3524393,Australia,20
3580541,Australia,18
3581711,Australia,16
3615503,Australia,16
3646964,Australia,29
3648003,Australia,22
3653055,Australia,18
3701944,Australia,19
3760540,Australia,31
3783615,Australia,16
3819321,Australia,19
3834774,Australia,19
877352,Australia,30
773585,New Zealand,24
159821,New Zealand,28
2711420,Australia,21
3125409,New Zealand,21
878225,Australia,33
947498,Australia,24
2140746,Australia,19
2583732,Australia,20
3044837,Australia,19
3478564,USA,27
3159515,New Zealand,31
206299,New Zealand,38
822403,New Zealand,41
919654,Australia,28
2475553,Australia,20
319882,New Zealand,30
929396,Australia,28
629122,New Zealand,24
1229418,New Zealand,23
2884735,New Zealand,22
3304802,New Zealand,16
3540248,Australia,15
3588917,Australia,20
2932291,Australia,18
1593483,Australia,17
1190983,New Zealand,21
752064,Australia,25
1227900,New Zealand,21
3252433,Australia,17
360094,New Zealand,47
989968,Australia,23
402805,New Zealand,30
739948,New Zealand,22
860815,New Zealand,34
896858,New Zealand,46
1398993,New Zealand,22
1430459,Australia,20
1579218,Australia,18
2600148,New Zealand,19
3062346,New Zealand,23
3198697,Australia,24
3646640,Australia,19
316924,New Zealand,37
866916,Australia,28
1377777,Australia,28
3171366,Australia,16
2865847,New Zealand,34
3722973,New Zealand,19
2443465,New Zealand,19
351042,Australia,42
412185,Australia,25
1154932,New Zealand,19
2727322,New Zealand,28
3090789,USA,23
3739813,USA,21
2646732,Australia,21
761029,Australia,25
3114947,New Zealand,15
953767,Australia,27
639108,Australia,50
1044427,Australia,30
950061,New Zealand,21
3460129,Australia,21
3537184,Australia,16
952925,Australia,21
3459681,Australia,20
3739092,Canada,22
3302163,Australia,24
789786,New Zealand,20
3111819,New Zealand,19
190889,New Zealand,26
526671,New Zealand,26
3213187,New Zealand,26
2478869,New Zealand,40
2803677,New Zealand,25
3516749,USA,26
3722304,United States,18
775444,Australia,22
347682,New Zealand,28
500733,New Zealand,25
853817,Australia,26
961989,New Zealand,22
3012182,Australia,22
132937,New Zealand,26
259312,New Zealand,24
358019,New Zealand,28
811019,New Zealand,42
1331719,Australia,17
1340000,Australia,21
2432065,New Zealand,17
2606860,New Zealand,19
2743924,USA,24
2992469,Australia,15
3042910,Australia,20
3188525,New Zealand,17
3352081,USA,24
3457076,Australia,21
3557551,New Zealand,19
3790697,Australia,22
3013733,New Zealand,17
1292632,New Zealand,24
599678,Australia,32
235551,New Zealand,34
693482,New Zealand,34
829760,New Zealand,32
853262,New Zealand,27
3039627,New Zealand,29
3341394,Australia,19
2371833,New Zealand,22
1045247,New Zealand,30
133929,New Zealand,30
2714157,New Zealand,42
2764690,USA,22
2959064,Australia,21
37479,New Zealand,33
157922,New Zealand,32
409394,New Zealand,38
812710,Australia,29
821782,New Zealand,38
1051565,New Zealand,26
1058576,Australia,25
1484407,Australia,39
1631000,Australia,25
2291669,Australia,25
2481901,Australia,49
2842386,New Zealand,20
2960134,Australia,18
2996433,New Zealand,17
3686038,Australia,22
2729036,USA,21
2877533,New Zealand,21
932353,New Zealand,23
731958,New Zealand,21
731974,New Zealand,21
1631045,New Zealand,19
2793663,USA,22
43506,New Zealand,34
2175985,New Zealand,17
2411452,New Zealand,16
2900670,New Zealand,19
2315728,Australia,18
419449,Australia,27
3182421,USA,19
345272,New Zealand,28
758884,New Zealand,24
789369,Australia,22
940460,New Zealand,27
995410,New Zealand,24
2747775,New Zealand,21
3139828,Australia,19
3165291,Australia,19
3306769,Australia,18
110106,New Zealand,28
129291,Australia,29
208343,New Zealand,25
310237,New Zealand,25
318499,New Zealand,31
368182,New Zealand,29
378744,New Zealand,23
395072,Australia,30
406274,New Zealand,28
442346,Australia,26
447180,New Zealand,32
465085,New Zealand,23
540020,New Zealand,22
598286,Australia,23
606799,New Zealand,24
622512,New Zealand,32
628400,New Zealand,25
679013,New Zealand,27
734799,New Zealand,22
860313,New Zealand,27
906593,New Zealand,23
915242,New Zealand,24
928761,New Zealand,24
944885,Australia,23
997085,New Zealand,22
1034520,Australia,24
1046475,New Zealand,19
1064443,Australia,25
1226271,Australia,23
1235847,New Zealand,31
1344357,New Zealand,28
1496499,Australia,24
1631099,New Zealand,21
1896834,New Zealand,21
2166487,New Zealand,20
2316039,New Zealand,17
2449780,Australia,22
2637142,New Zealand,20
2724028,New Zealand,19
2886016,New Zealand,20
2891773,New Zealand,20
2964816,New Zealand,28
2998705,Australia,22
3049190,Australia,21
3362189,New Zealand,27
3462590,Australia,20
3532885,Australia,20
3654616,Australia,22
295362,Australia,26
3538372,Australia,1
142082,New Zealand,30
2905762,New Zealand,33
3215149,Australia,19
1010931,Australia,24
2761831,New Zealand,21
2933394,New Zealand,17
3358356,Australia,19
3536330,Australia,24
3646160,Australia,19
3847178,Australia,17
2802347,Australia,18
3002015,Australia,19
230350,New Zealand,25
422292,New Zealand,47
559628,Australia,32
3347919,New Zealand,17
484864,New Zealand,29
1401716,Australia,20
289515,New Zealand,61
1381847,Australia,48
824154,New Zealand,21
2487231,Australia,19
2708612,Australia,19
2996482,New Zealand,22
3055989,Australia,16
3370497,New Zealand,22
3480558,Australia,20
3516417,New Zealand,22
981558,Australia,22
2993926,Australia,16
3333733,Australia,15
20923,New Zealand,33
72557,New Zealand,33
128321,New Zealand,24
136150,New Zealand,27
143749,New Zealand,34
154637,New Zealand,33
166518,New Zealand,28
187131,New Zealand,29
194204,New Zealand,27
214197,New Zealand,27
220663,New Zealand,26
267052,New Zealand,24
278660,New Zealand,35
287775,New Zealand,33
288427,New Zealand,30
289825,New Zealand,30
291488,Australia,38
293383,New Zealand,27
312555,New Zealand,26
318119,New Zealand,31
334222,New Zealand,35
337440,New Zealand,35
340635,New Zealand,31
340957,New Zealand,37
341966,New Zealand,28
346366,New Zealand,28
350568,New Zealand,33
352253,New Zealand,30
353743,New Zealand,28
370420,Australia,29
378384,New Zealand,28
380215,New Zealand,34
389217,New Zealand,24
392000,New Zealand,28
404517,New Zealand,30
406396,New Zealand,26
412991,New Zealand,27
421383,New Zealand,28
430612,New Zealand,23
438261,New Zealand,37
439516,New Zealand,24
454705,New Zealand,28
475312,New Zealand,31
481508,New Zealand,25
491654,New Zealand,34
507521,New Zealand,29
508493,New Zealand,32
509947,New Zealand,29
532226,New Zealand,25
539057,New Zealand,28
541075,Australia,24
590010,New Zealand,24
595405,New Zealand,27
599856,New Zealand,25
603429,New Zealand,25
625081,New Zealand,24
633203,New Zealand,19
634747,New Zealand,26
645883,New Zealand,27
652175,New Zealand,32
687982,New Zealand,30
691442,Australia,22
693057,New Zealand,27
745793,New Zealand,32
748120,New Zealand,32
760484,New Zealand,28
778095,New Zealand,23
801497,New Zealand,25
804562,New Zealand,24
814786,New Zealand,24
840703,Australia,23
864599,Australia,32
866111,Australia,26
896259,Australia,30
906351,New Zealand,29
909697,New Zealand,37
914903,New Zealand,36
922244,New Zealand,23
928473,Australia,25
934095,New Zealand,26
936602,New Zealand,29
936842,New Zealand,21
939820,New Zealand,24
943100,New Zealand,31
950810,New Zealand,35
960324,Australia,37
973210,New Zealand,23
976695,Australia,26
992094,New Zealand,21
993786,New Zealand,27
1006741,New Zealand,34
1010218,Australia,23
1012973,New Zealand,26
1019016,New Zealand,20
1021741,Australia,31
1034075,Australia,23
1065967,New Zealand,28
1085675,New Zealand,25
1128836,New Zealand,26
1165970,New Zealand,18
1197996,Australia,25
1256177,Australia,19
1373631,New Zealand,21
1450581,Australia,19
1631161,New Zealand,25
1642242,New Zealand,22
1897528,Australia,21
2175272,New Zealand,20
2189655,New Zealand,24
2763810,New Zealand,28
2781203,Australia,21
2795141,New Zealand,18
2853902,Australia,34
2879658,New Zealand,22
2922225,Australia,17
2925006,New Zealand,20
2939147,New Zealand,26
2960824,Australia,16
3021384,Australia,19
3030250,Australia,18
3070945,Australia,23
3102289,New Zealand,33
3108394,Australia,17
3118872,New Zealand,25
3138360,Australia,17
3164898,New Zealand,20
3166464,Australia,20
3192498,Australia,22
3192747,Australia,19
3193960,Australia,18
3198079,New Zealand,37
3225319,Australia,21
3317813,Australia,21
3347035,Australia,20
3369162,Australia,24
3395092,Australia,18
3431380,Australia,19
3443920,New Zealand,22
3486096,Australia,22
3538231,New Zealand,40
3541219,Australia,23
3593520,Australia,18
3688457,Australia,15
3904650,New Zealand,25
3019253,New Zealand,37
267196,New Zealand,24
1631304,New Zealand,24
2195054,New Zealand,32
2700821,USA,24
2759028,USA,22
2776229,USA,24
3107584,Australia,36
3169016,USA,55
3332501,Australia,26
3411299,Australia,18
3505976,Australia,29
3860472,Australia,21
1021910,Australia,23
3002237,Australia,19
3417966,USA,17
365282,Australia,42
729696,New Zealand,22
3186368,Australia,19
1035497,Australia,24
3480120,Australia,19
137872,Australia,27
288394,New Zealand,30
529997,Australia,27
898209,Australia,29
916716,Australia,27
992523,Australia,24
996724,Australia,31
1148504,Australia,23
2767865,Australia,32
2845308,New Zealand,43
3517738,Australia,21
3633531,Australia,20
3770263,New Zealand,32
3892507,Australia,38
3741054,Australia,17
1474001,Australia,20
647700,Australia,29
572701,Australia,31
708907,Australia,30
131952,New Zealand,40
173941,New Zealand,36
673439,New Zealand,27
766167,Australia,27
895362,New Zealand,21
921636,Australia,24
939856,Australia,45
947963,New Zealand,25
956572,New Zealand,18
960830,New Zealand,28
974004,Australia,25
1076347,Australia,25
1402962,New Zealand,21
1455352,New Zealand,38
1631377,New Zealand,24
2218842,New Zealand,17
2438316,Australia,24
2492810,Australia,18
2738553,Australia,28
2747201,USA,25
2866024,New Zealand,19
2876353,USA,23
2882414,Australia,25
3142656,New Zealand,30
3257840,Australia,25
3269544,New Zealand,20
3388882,Australia,32
3541399,Australia,28
282436,New Zealand,32
3237879,Australia,22
788979,New Zealand,50
2739292,USA,22
495640,New Zealand,27
184831,New Zealand,29
211833,New Zealand,38
218038,New Zealand,29
219069,Australia,28
230371,New Zealand,42
288174,New Zealand,35
308271,New Zealand,38
329250,New Zealand,30
334583,New Zealand,28
336050,Australia,27
346481,New Zealand,28
360120,New Zealand,27
368808,New Zealand,28
379622,New Zealand,30
381822,New Zealand,29
435962,New Zealand,36
448921,Australia,27
451385,Australia,30
454939,Australia,37
480466,Australia,31
510384,New Zealand,25
577093,New Zealand,37
586951,New Zealand,35
660644,Australia,27
763935,New Zealand,29
789458,New Zealand,35
792149,New Zealand,21
860237,Australia,32
891280,New Zealand,24
928800,Australia,25
934303,New Zealand,30
946302,New Zealand,22
961218,New Zealand,26
989780,Australia,20
996722,Australia,25
997966,New Zealand,24
1017533,Australia,29
1027656,New Zealand,32
1034091,New Zealand,25
1035261,Australia,24
1076035,New Zealand,25
1085241,New Zealand,25
1458844,New Zealand,30
1487756,Australia,22
1563212,Australia,17
1606404,Australia,19
2150662,Australia,29
2202331,New Zealand,19
2746751,New Zealand,20
2905966,New Zealand,19
2924451,New Zealand,18
2964485,New Zealand,23
3175147,New Zealand,23
3285489,New Zealand,20
3300378,Australia,17
3300790,New Zealand,30
3340308,Australia,47
3648946,New Zealand,18
476509,New Zealand,31
147595,New Zealand,31
231645,New Zealand,24
269508,New Zealand,23
289613,New Zealand,33
317990,New Zealand,30
344845,New Zealand,34
366322,New Zealand,38
923851,Australia,22
962782,Australia,22
1007947,Australia,23
1032180,New Zealand,24
1056783,New Zealand,24
2337187,New Zealand,21
2675312,New Zealand,21
2740319,New Zealand,19
3126807,New Zealand,16
329682,New Zealand,29
346468,New Zealand,27
393427,Australia,35
863423,New Zealand,34
1445273,Australia,24
2756496,Australia,22
2894165,Australia,17
3487326,New Zealand,20
3892593,New Zealand,22
3379041,Australia,27
2810537,New Zealand,24
1161609,Australia,25
174760,New Zealand,28
403190,New Zealand,69
509478,New Zealand,25
697345,New Zealand,25
714851,Australia,23
735073,New Zealand,23
824297,New Zealand,28
843012,Australia,27
886353,New Zealand,2
954344,Australia,25
956625,New Zealand,30
969497,Australia,33
979504,New Zealand,22
995697,Australia,37
1012011,Australia,26
1034559,New Zealand,27
1301731,Australia,22
1490757,Australia,23
2195873,Australia,21
2215496,Australia,22
2342422,New Zealand,20
2456233,Australia,32
2815630,New Zealand,43
2837648,New Zealand,20
2839681,New Zealand,22
2867804,Australia,23
2899747,Australia,23
2911826,Australia,12
2914922,Australia,18
2968911,Australia,2
3041551,Australia,18
3260804,Australia,26
3408867,Australia,18
3545087,New Zealand,31
3761287,Australia,20
3768474,Australia,27
3791619,Australia,16
3394456,Australia,19
3075647,Australia,20
3278499,Australia,19
194607,New Zealand,24
796972,Australia,22
931267,Australia,26
984830,Australia,23
1006707,Australia,18
1021548,Australia,27
1053928,Australia,18
1055344,Australia,22
1122582,Australia,20
1148212,Australia,27
1150634,Australia,24
1190143,Australia,21
1248566,Australia,20
1290197,Australia,31
1350321,Australia,21
1368988,Australia,23
1417028,Australia,19
1612860,Australia,25
1631138,USA,21
1631541,New Zealand,21
2221341,Australia,17
2225162,Australia,19
2364258,New Zealand,18
2429489,New Zealand,24
2472186,New Zealand,19
2474818,Australia,17
2690903,Australia,19
2704100,New Zealand,20
2704728,New Zealand,25
2731912,Australia,23
2738490,Australia,21
2773398,Australia,20
2806629,New Zealand,22
2823609,New Zealand,24
2927790,Australia,16
2930250,Australia,25
2942610,Australia,19
3005176,Australia,18
3089570,Australia,21
3148960,Australia,30
3153849,Australia,16
3202640,Australia,18
3229311,Australia,17
3284745,Australia,19
3287101,Australia,16
3299343,Australia,20
3362440,Australia,20
3389132,Australia,16
3440186,United States,26
3499611,Australia,17
3516990,Australia,18
3523570,Australia,17
3580440,Australia,17
3708647,Australia,18
3754816,Australia,15
3817367,United States,22
3873238,Australia,18
822507,Australia,56
2292018,Australia,21
68590,New Zealand,45
118266,New Zealand,43
125054,New Zealand,47
688360,New Zealand,23
1145177,Australia,23
1270001,Australia,18
2269853,Australia,24
2810352,New Zealand,25
3031293,Australia,35
3417502,New Zealand,27
940207,Australia,23
2365968,Australia,19
3031838,Australia,23
275546,New Zealand,28
1047388,New Zealand,52
3489040,Australia,19
3508425,Australia,18
1181814,New Zealand,22
37358,New Zealand,32
49234,New Zealand,33
83527,New Zealand,30
125669,New Zealand,29
126533,New Zealand,29
139081,Australia,31
142180,New Zealand,28
142492,New Zealand,32
144005,New Zealand,36
151260,New Zealand,29
152675,New Zealand,30
159984,New Zealand,30
163619,Australia,28
166714,New Zealand,25
171940,New Zealand,41
179381,New Zealand,27
184220,New Zealand,32
188715,New Zealand,30
200862,New Zealand,31
205198,Australia,27
205406,New Zealand,29
206643,New Zealand,29
216536,New Zealand,33
223966,New Zealand,30
225053,New Zealand,35
229947,Australia,27
251496,New Zealand,22
260975,New Zealand,27
269253,New Zealand,28
276320,New Zealand,35
276876,New Zealand,26
284305,Australia,32
287887,New Zealand,38
290314,New Zealand,33
292796,New Zealand,26
293580,New Zealand,35
295733,Australia,31
305632,New Zealand,27
306533,New Zealand,31
307710,New Zealand,21
309115,New Zealand,26
309522,New Zealand,36
310546,New Zealand,35
313591,New Zealand,28
315046,Australia,32
316190,New Zealand,30
319895,New Zealand,24
321570,Australia,31
322523,New Zealand,26
325060,New Zealand,32
325601,New Zealand,21
329243,New Zealand,49
329823,New Zealand,38
330872,Australia,30
331083,New Zealand,28
332589,New Zealand,27
332995,New Zealand,31
333663,New Zealand,30
334228,New Zealand,48
335487,Australia,32
336997,New Zealand,25
337251,New Zealand,29
337903,New Zealand,30
338412,Australia,29
339052,Australia,31
339300,New Zealand,26
340133,New Zealand,33
341895,New Zealand,24
341948,New Zealand,27
342491,New Zealand,26
343670,Australia,28
343852,New Zealand,33
344542,New Zealand,27
349815,New Zealand,39
350353,New Zealand,33
350922,New Zealand,27
352035,New Zealand,27
352804,New Zealand,26
355359,New Zealand,24
355543,New Zealand,21
355550,New Zealand,32
355664,New Zealand,27
357082,New Zealand,26
359800,New Zealand,33
360804,New Zealand,29
361643,New Zealand,31
371132,New Zealand,29
372296,New Zealand,30
375163,New Zealand,34
376975,New Zealand,32
377360,New Zealand,30
377374,New Zealand,28
383591,New Zealand,28
390973,New Zealand,23
393518,New Zealand,32
393543,New Zealand,28
398494,Australia,29
402928,New Zealand,31
406287,New Zealand,26
407561,Australia,23
407807,New Zealand,20
410750,New Zealand,24
413049,Australia,35
414258,New Zealand,42
421406,New Zealand,28
422821,New Zealand,28
425088,Australia,21
425951,Australia,27
426152,New Zealand,33
430480,Australia,27
430942,Australia,26
431576,Australia,25
437185,Australia,33
437616,New Zealand,27
442659,New Zealand,27
450078,Australia,33
453669,New Zealand,36
458905,Australia,34
460430,New Zealand,24
470517,New Zealand,22
472479,Australia,25
477436,New Zealand,28
480055,New Zealand,41
481584,New Zealand,25
483167,Australia,32
484162,Australia,24
491533,Australia,23
494368,New Zealand,32
494399,New Zealand,32
499495,New Zealand,27
507811,Australia,29
510176,Australia,27
512914,Australia,36
515782,Australia,26
522527,New Zealand,21
523080,New Zealand,25
529453,New Zealand,28
529735,New Zealand,32
530930,New Zealand,31
531528,New Zealand,21
532438,New Zealand,27
532936,Australia,27
533501,Australia,33
535307,New Zealand,34
537033,New Zealand,28
539596,New Zealand,30
540135,New Zealand,29
540199,Australia,26
542161,New Zealand,37
555282,Australia,21
556286,Australia,29
559860,Australia,27
563737,New Zealand,21
567474,New Zealand,32
568776,Australia,26
570192,New Zealand,44
570463,New Zealand,35
571843,New Zealand,30
571909,New Zealand,21
573025,New Zealand,29
579073,Australia,22
585174,New Zealand,23
586339,Australia,24
587430,New Zealand,22
589520,New Zealand,32
590420,Australia,26
594865,Australia,24
598587,Australia,23
602408,New Zealand,39
603521,Australia,28
605497,New Zealand,31
605651,Australia,26
606088,New Zealand,30
606881,Australia,22
607039,New Zealand,46
607607,Australia,21
610740,Australia,24
616731,New Zealand,27
619927,New Zealand,24
627391,Australia,25
629393,New Zealand,31
636967,Australia,24
649584,New Zealand,32
655253,New Zealand,32
661820,New Zealand,24
661979,New Zealand,28
662749,New Zealand,27
665965,Australia,32
669584,New Zealand,22
673984,New Zealand,24
680730,New Zealand,27
681502,Australia,35
699806,New Zealand,29
702123,Australia,21
704797,Australia,31
709940,New Zealand,24
712007,New Zealand,27
714396,New Zealand,22
721670,Australia,28
722023,New Zealand,30
722275,Australia,30
730864,New Zealand,22
730873,New Zealand,24
731739,New Zealand,24
734744,Australia,24
736997,Australia,23
742958,Australia,25
743389,Australia,27
743528,Australia,23
744607,Australia,23
745336,New Zealand,21
751452,New Zealand,23
755024,New Zealand,23
755806,New Zealand,21
756397,New Zealand,22
756447,New Zealand,55
757186,New Zealand,37
761103,Australia,20
766907,New Zealand,23
768598,New Zealand,24
773483,New Zealand,26
773868,Australia,23
776424,New Zealand,56
776755,New Zealand,20
779298,New Zealand,29
779413,New Zealand,25
783266,New Zealand,23
787069,New Zealand,32
790181,New Zealand,25
792667,New Zealand,29
795749,New Zealand,33
801882,New Zealand,23
801991,New Zealand,38
802436,Australia,24
806904,Australia,27
807246,Australia,26
807699,New Zealand,28
809433,New Zealand,25
809617,New Zealand,24
812054,Australia,27
812543,New Zealand,35
814245,New Zealand,23
814828,New Zealand,29
816737,New Zealand,14
818186,Australia,26
818347,Australia,29
820147,New Zealand,23
820501,New Zealand,33
821141,New Zealand,21
825994,New Zealand,18
827712,New Zealand,36
827923,Australia,24
827945,New Zealand,24
829190,New Zealand,21
834657,New Zealand,25
835265,Australia,24
835743,Australia,23
840005,New Zealand,23
840859,Australia,22
843738,Australia,25
844126,Australia,24
845257,New Zealand,29
848705,New Zealand,23
850677,New Zealand,24
855150,New Zealand,28
855459,Australia,34
859443,Australia,25
866656,New Zealand,25
871724,New Zealand,25
874378,Australia,26
877461,Australia,32
880556,New Zealand,20
882128,Australia,23
883851,New Zealand,23
886997,New Zealand,22
895803,New Zealand,22
899570,Australia,31
900137,New Zealand,28
903328,Australia,24
903996,New Zealand,24
905133,Australia,37
907156,New Zealand,23
907231,New Zealand,52
908684,New Zealand,35
912443,Australia,26
917423,Australia,23
918155,Australia,21
919126,Australia,19
919325,New Zealand,21
922418,Australia,34
922778,New Zealand,23
924918,Australia,22
926404,Australia,33
929408,New Zealand,23
930765,New Zealand,21
932549,Australia,21
932682,New Zealand,21
932759,New Zealand,20
933693,New Zealand,30
934262,New Zealand,26
935880,Australia,21
935987,New Zealand,20
941762,New Zealand,22
943065,Australia,24
943389,Australia,24
945233,Australia,23
946468,New Zealand,31
950304,Australia,25
953316,Australia,23
954447,New Zealand,29
956199,New Zealand,28
956579,Australia,27
956679,Australia,26
958284,New Zealand,26
958404,New Zealand,24
959200,New Zealand,24
960278,New Zealand,21
961425,Australia,27
961902,Australia,14
962844,Australia,30
964303,New Zealand,36
965378,Australia,26
967100,New Zealand,23
967503,Australia,20
967689,Australia,20
969465,Australia,20
970116,New Zealand,27
970575,Australia,24
972596,New Zealand,22
974507,Australia,21
974664,Australia,30
976012,New Zealand,32
981713,Australia,28
982360,Australia,18
982892,Australia,33
983856,Australia,22
984076,Australia,26
984354,Australia,20
984540,Australia,29
985354,New Zealand,20
985384,New Zealand,20
986131,Australia,29
987381,Australia,23
988397,Australia,22
989747,New Zealand,34
990740,Australia,26
991698,Australia,29
992344,New Zealand,30
993145,New Zealand,26
997418,Australia,26
999554,Australia,24
1005455,Australia,23
1007222,Australia,25
1007280,New Zealand,31
1009126,New Zealand,32
1009254,Australia,27
1014320,Australia,23
1015862,New Zealand,23
1016556,Australia,27
1018579,New Zealand,18
1022400,Australia,50
1024487,Australia,23
1025976,Australia,32
1029216,Australia,26
1034194,Australia,25
1047220,New Zealand,22
1056290,New Zealand,23
1069176,Australia,29
1076283,New Zealand,21
1084791,Australia,21
1088512,Australia,23
1092824,Australia,22
1102610,New Zealand,29
1106135,New Zealand,27
1111938,New Zealand,19
1112429,Australia,19
1123879,New Zealand,26
1130602,Australia,23
1137085,Australia,23
1147183,New Zealand,28
1158016,New Zealand,23
1160942,New Zealand,20
1163722,Australia,27
1167799,New Zealand,19
1173399,New Zealand,32
1174631,Australia,23
1175762,Australia,23
1182090,New Zealand,23
1182397,Australia,30
1184593,Australia,30
1185058,Australia,33
1187159,New Zealand,17
1197656,Australia,23
1201924,Australia,26
1207963,Australia,23
1213069,New Zealand,21
1215220,Australia,23
1224741,New Zealand,23
1229938,New Zealand,18
1230752,Australia,24
1233346,New Zealand,15
1237206,New Zealand,22
1243363,Australia,32
1245309,New Zealand,29
1245485,Australia,22
1246761,New Zealand,21
1270022,Australia,24
1284357,Australia,23
1284995,New Zealand,22
1289456,New Zealand,25
1291860,Australia,20
1298821,New Zealand,26
1302821,New Zealand,24
1311550,New Zealand,32
1335933,Australia,21
1339188,Australia,22
1353775,Australia,21
1363972,Australia,21
1364771,Australia,23
1371990,Australia,24
1376224,New Zealand,22
1392890,Australia,28
1400244,Australia,21
1404315,New Zealand,21
1419729,Australia,25
1429346,New Zealand,18
1447866,Australia,24
1454674,New Zealand,23
1462319,Australia,21
1467414,New Zealand,21
1472679,New Zealand,22
1478440,Australia,24
1483353,New Zealand,56
1483963,New Zealand,46
1518427,Australia,21
1523431,Australia,20
1523915,New Zealand,20
1528594,New Zealand,17
1530596,Australia,23
1532983,New Zealand,22
1540685,Australia,22
1562123,New Zealand,19
1569731,Australia,18
1573957,New Zealand,30
1577664,New Zealand,21
1594602,New Zealand,17
1597091,Australia,23
1606231,Australia,22
1609268,New Zealand,21
1631670,Australia,20
1631791,New Zealand,17
1631872,New Zealand,20
1632288,New Zealand,24
1632705,New Zealand,21
1633369,New Zealand,17
2141716,Australia,18
2145039,Australia,23
2147031,New Zealand,21
2149200,Australia,22
2153660,New Zealand,17
2185016,Australia,24
2203392,Australia,22
2209530,New Zealand,16
2215014,Australia,21
2218628,New Zealand,16
2220116,Australia,19
2232638,Australia,37
2237599,Australia,22
2247857,Australia,28
2262370,New Zealand,20
2264430,Australia,28
2265057,New Zealand,19
2268231,Australia,27
2277711,New Zealand,29
2280322,New Zealand,30
2295368,Australia,27
2299676,New Zealand,18
2311715,New Zealand,18
2331684,Australia,25
2335732,New Zealand,20
2339633,Australia,21
2354322,Australia,24
2360279,Australia,19
2364134,New Zealand,18
2371996,Australia,20
2373574,Australia,20
2374594,Australia,21
2377499,Australia,29
2387472,New Zealand,17
2389421,New Zealand,19
2434488,New Zealand,20
2434750,New Zealand,21
2453118,New Zealand,19
2460586,New Zealand,25
2512909,New Zealand,20
2549921,New Zealand,20
2551306,Australia,17
2555740,Australia,24
2573601,New Zealand,19
2578599,Australia,17
2581350,Australia,19
2589236,Australia,20
2592139,Australia,21
2602011,USA,24
2612961,New Zealand,28
2614363,New Zealand,17
2617206,New Zealand,21
2621583,Australia,19
2625860,New Zealand,17
2635780,New Zealand,20
2636795,New Zealand,27
2638616,New Zealand,21
2641769,New Zealand,20
2653627,New Zealand,25
2654788,Australia,22
2655947,New Zealand,22
