orderid,orderitemid,customerid,barcode,locale,total,deliverysuburb,deliverycity,country,discountcodeamount,created
3967312,11039551,2241853,26427942,NZ,59.98,Manly,Whangaparāoa,New Zealand,0.00,1652515989
3967312,11039552,2241853,26430119,NZ,59.98,Manly,Whangaparāoa,New Zealand,0.00,1652515989
3967311,11039550,1127189,26570778,NZ,54.94,Owhata,Rotorua,New Zealand,12.00,1652515914
3967310,11039548,22806,26324371,NZ,94.98,St Heliers,Auckland,New Zealand,0.00,1652515861
3967310,11039549,22806,26586151,NZ,94.98,St Heliers,Auckland,New Zealand,0.00,1652515861
3967308,11039546,826190,25564914,NZ,56.98,NULL,NULL,New Zealand,0.00,1652515824
3967308,11039545,826190,26427263,NZ,56.98,NULL,NULL,New Zealand,0.00,1652515824
3967307,11039542,838857,26368535,NZ,159.96,Riverhead,Auckland,New Zealand,0.00,1652515807
3967307,11039541,838857,26482347,NZ,159.96,Riverhead,Auckland,New Zealand,0.00,1652515807
3967307,11039543,838857,26618081,NZ,159.96,Riverhead,Auckland,New Zealand,0.00,1652515807
3967307,11039544,838857,26703985,NZ,159.96,Riverhead,Auckland,New Zealand,0.00,1652515807
3967306,11039540,1305917,25697209,AU,69.98,valley view,Prospect,Australia,0.00,1652515751
3967305,11039539,3897592,26465234,AU,21.94,Salisbury Heights,Salisbury Heights,Australia,0.00,1652515711
3967304,11039538,3778265,26642901,AU,22.94,Hawthorn East,Hawthorn East,Australia,4.00,1652515698
3967303,11039536,1204200,26344980,NZ,29.93,Epsom,Auckland,New Zealand,4.00,1652515695
3967303,11039537,1204200,26609782,NZ,29.93,Epsom,Auckland,New Zealand,4.00,1652515695
3967302,11039535,2773422,25994223,NZ,95.98,North Dunedin,Dunedin,New Zealand,24.00,1652515674
3967302,11039534,2773422,26659619,NZ,95.98,North Dunedin,Dunedin,New Zealand,24.00,1652515674
3967301,11039533,576775,26380254,AU,99.99,Carrum,Carrum,Australia,0.00,1652515644
3967300,11039532,3896635,26537214,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967300,11039531,3896635,26623559,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967300,11039528,3896635,26627083,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967300,11039527,3896635,26627151,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967300,11039530,3896635,26627250,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967300,11039529,3896635,26627281,AU,140.94,Malabar,Malabar,Australia,15.00,1652515609
3967299,11039526,2887527,26532783,AU,36.94,Tennyson Point,Tennyson Point,Australia,0.00,1652515590
3967298,11039525,728435,26629100,NZ,42.94,Trentham,Upper Hutt,New Zealand,4.00,1652515556
3967297,11039517,3514837,26150406,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039519,3514837,26261997,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039520,3514837,26262055,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039524,3514837,26605944,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039521,3514837,26611952,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039522,3514837,26634074,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039518,3514837,26637464,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967297,11039523,3514837,26664132,AU,299.92,Ormiston,Ormiston,Australia,0.00,1652515505
3967296,11039514,3064482,25861204,NZ,109.97,Gate Pa,Tauranga,New Zealand,0.00,1652515458
3967296,11039516,3064482,26370903,NZ,109.97,Gate Pa,Tauranga,New Zealand,0.00,1652515458
3967296,11039515,3064482,26560618,NZ,109.97,Gate Pa,Tauranga,New Zealand,0.00,1652515458
3967295,11039513,1310216,26363721,NZ,181.96,Mount Wellington,Auckland,New Zealand,28.00,1652515425
3967295,11039511,1310216,26465234,NZ,181.96,Mount Wellington,Auckland,New Zealand,28.00,1652515425
3967295,11039512,1310216,26482965,NZ,181.96,Mount Wellington,Auckland,New Zealand,28.00,1652515425
3967295,11039510,1310216,26500003,NZ,181.96,Mount Wellington,Auckland,New Zealand,28.00,1652515425
3967294,11039509,2269591,26602783,AU,69.98,Five Dock,Five Dock,Australia,0.00,1652515403
3967293,11039508,3897590,26215662,AU,109.98,Warrnambool,NULL,Australia,0.00,1652515398
3967293,11039507,3897590,26673790,AU,109.98,Warrnambool,NULL,Australia,0.00,1652515398
3967292,11039506,3105666,26455020,AU,59.99,Windermere Park,Windermere Park,Australia,0.00,1652515390
3967291,11039504,519369,26371436,NZ,139.97,Mount Pisa,Cromwell,New Zealand,0.00,1652515343
3967291,11039503,519369,26543352,NZ,139.97,Mount Pisa,Cromwell,New Zealand,0.00,1652515343
3967291,11039505,519369,26611037,NZ,139.97,Mount Pisa,Cromwell,New Zealand,0.00,1652515343
3967290,11039502,2579280,25950120,NZ,79.98,Welcome Bay,Tauranga,New Zealand,0.00,1652515336
3967290,11039501,2579280,26624747,NZ,79.98,Welcome Bay,Tauranga,New Zealand,0.00,1652515336
3967289,11039500,2493774,26227276,AU,71.98,Port Kennedy,Port Kennedy,Australia,18.00,1652515281
3967289,11039499,2493774,26534664,AU,71.98,Port Kennedy,Port Kennedy,Australia,18.00,1652515281
3967288,11039495,641555,26365190,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967288,11039498,641555,26508962,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967288,11039497,641555,26527123,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967288,11039493,641555,26576145,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967288,11039494,641555,26606996,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967288,11039496,641555,26674308,NZ,284.94,Tainui,Dunedin,New Zealand,0.00,1652515280
3967287,11039488,1444573,25832181,NZ,108.95,Goodwood Heights,Auckland,New Zealand,0.00,1652515274
3967287,11039492,1444573,26363295,NZ,108.95,Goodwood Heights,Auckland,New Zealand,0.00,1652515274
3967287,11039491,1444573,26363356,NZ,108.95,Goodwood Heights,Auckland,New Zealand,0.00,1652515274
3967287,11039490,1444573,26474175,NZ,108.95,Goodwood Heights,Auckland,New Zealand,0.00,1652515274
3967287,11039489,1444573,26483511,NZ,108.95,Goodwood Heights,Auckland,New Zealand,0.00,1652515274
3967286,11039486,2242346,25691320,AU,139.97,Malvern,Malvern,Australia,0.00,1652515248
3967286,11039487,2242346,25979060,AU,139.97,Malvern,Malvern,Australia,0.00,1652515248
3967286,11039485,2242346,26637723,AU,139.97,Malvern,Malvern,Australia,0.00,1652515248
3967285,11039483,3762853,26227269,AU,89.97,NULL,NULL,Australia,0.00,1652515206
3967285,11039482,3762853,26493800,AU,89.97,NULL,NULL,Australia,0.00,1652515206
3967285,11039484,3762853,26642901,AU,89.97,NULL,NULL,Australia,0.00,1652515206
3967284,11039478,3438150,26243740,NZ,97.96,Ryal Bush,Invercargill,New Zealand,22.00,1652515201
3967284,11039480,3438150,26362878,NZ,97.96,Ryal Bush,Invercargill,New Zealand,22.00,1652515201
3967284,11039481,3438150,26509075,NZ,97.96,Ryal Bush,Invercargill,New Zealand,22.00,1652515201
3967284,11039479,3438150,26547213,NZ,97.96,Ryal Bush,Invercargill,New Zealand,22.00,1652515201
3967283,11039476,1444552,25447101,NZ,103.96,Central Dunedin,Dunedin,New Zealand,0.00,1652515189
3967283,11039474,1444552,26155401,NZ,103.96,Central Dunedin,Dunedin,New Zealand,0.00,1652515189
3967283,11039475,1444552,26427942,NZ,103.96,Central Dunedin,Dunedin,New Zealand,0.00,1652515189
3967283,11039477,1444552,26474144,NZ,103.96,Central Dunedin,Dunedin,New Zealand,0.00,1652515189
3967282,11039472,3897579,26427966,AU,67.98,Leanyer,Leanyer,Australia,12.00,1652515187
3967282,11039473,3897579,26427973,AU,67.98,Leanyer,Leanyer,Australia,12.00,1652515187
3967281,11039469,1426160,26484082,NZ,134.96,Karaka,Auckland,New Zealand,0.00,1652515172
3967281,11039468,1426160,26543147,NZ,134.96,Karaka,Auckland,New Zealand,0.00,1652515172
3967281,11039471,1426160,26583167,NZ,134.96,Karaka,Auckland,New Zealand,0.00,1652515172
3967281,11039470,1426160,26583228,NZ,134.96,Karaka,Auckland,New Zealand,0.00,1652515172
3967280,11039467,1557282,26693750,AU,11.99,Charlestown,Charlestown,Australia,3.00,1652515169
3967279,11039466,3124530,25821529,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967279,11039461,3124530,26592190,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967279,11039462,3124530,26596389,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967279,11039463,3124530,26597294,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967279,11039464,3124530,26666860,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967279,11039465,3124530,26667560,US,123.13,NULL,Los Angeles,United States,0.00,1652515109
3967278,11039458,992890,26454702,AU,159.97,Corrimal,Corrimal,Australia,0.00,1652515103
3967278,11039460,992890,26576718,AU,159.97,Corrimal,Corrimal,Australia,0.00,1652515103
3967278,11039459,992890,26610559,AU,159.97,Corrimal,Corrimal,Australia,0.00,1652515103
3967277,11039456,3897585,26595238,US,48.48,NULL,Tustin,United States,0.00,1652515006
3967277,11039457,3897585,26609720,US,48.48,NULL,Tustin,United States,0.00,1652515006
3967276,11039454,1291834,25994254,AU,103.97,Warrandyte,Warrandyte,Australia,26.00,1652514932
3967276,11039455,1291834,26497952,AU,103.97,Warrandyte,Warrandyte,Australia,26.00,1652514932
3967276,11039453,1291834,26625829,AU,103.97,Warrandyte,Warrandyte,Australia,26.00,1652514932
3967275,11039452,2633037,26699318,AU,35.99,Hoppers Crossing,Hoppers Crossing,Australia,4.00,1652514880
3967274,11039447,1501256,24561174,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967274,11039448,1501256,24645744,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967274,11039446,1501256,26492612,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967274,11039450,1501256,26527031,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967274,11039451,1501256,26589046,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967274,11039449,1501256,26674278,NZ,223.93,Upper Riccarton,Christchurch,New Zealand,51.00,1652514875
3967273,11039444,1499788,26609423,NZ,139.98,Spreydon,Christchurch,New Zealand,0.00,1652514863
3967273,11039445,1499788,26647821,NZ,139.98,Spreydon,Christchurch,New Zealand,0.00,1652514863
3967272,11039443,2307682,26512372,NZ,36.94,Tangimoana,Manawatu-Wanganui,New Zealand,0.00,1652514816
3967271,11039437,674707,25768428,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039439,674707,26444222,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039438,674707,26444840,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039440,674707,26454917,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039441,674707,26463407,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039442,674707,26572727,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039436,674707,26637785,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967271,11039435,674707,26690599,NZ,284.94,Ōwhata,Rotorua,New Zealand,0.00,1652514780
3967270,11039434,3511065,26597270,AU,41.93,Battery Hill,Battery Hill,Australia,0.00,1652514733
3967270,11039433,3511065,26597379,AU,41.93,Battery Hill,Battery Hill,Australia,0.00,1652514733
3967269,11039432,3890082,26327433,AU,69.98,Canterbury,Canterbury,Australia,0.00,1652514717
3967269,11039431,3890082,26536217,AU,69.98,Canterbury,Canterbury,Australia,0.00,1652514717
3967268,11039429,933023,26590615,NZ,41.95,Hadlow,Canterbury,New Zealand,0.00,1652514617
3967268,11039430,933023,26591131,NZ,41.95,Hadlow,Canterbury,New Zealand,0.00,1652514617
3967267,11039428,3259419,26267142,AU,56.93,Wembley,Wembley,Australia,0.00,1652514556
3967267,11039427,3259419,26363349,AU,56.93,Wembley,Wembley,Australia,0.00,1652514556
3967266,11039426,445340,26427553,NZ,47.99,Sunnyhills,Auckland,New Zealand,12.00,1652514505
3967265,11039421,311427,26482453,NZ,174.95,Red Beach,Auckland,New Zealand,0.00,1652514462
3967265,11039422,311427,26526072,NZ,174.95,Red Beach,Auckland,New Zealand,0.00,1652514462
3967265,11039423,311427,26546421,NZ,174.95,Red Beach,Auckland,New Zealand,0.00,1652514462
3967265,11039425,311427,26614441,NZ,174.95,Red Beach,Auckland,New Zealand,0.00,1652514462
3967265,11039424,311427,26618081,NZ,174.95,Red Beach,Auckland,New Zealand,0.00,1652514462
3967264,11039420,1426596,26389738,AU,69.99,San Remo,Officer,Australia,0.00,1652514330
3967263,11039419,3504180,26389752,AU,104.98,Gidgegannup,Gidgegannup,Australia,0.00,1652514328
3967263,11039418,3504180,26559186,AU,104.98,Gidgegannup,Gidgegannup,Australia,0.00,1652514328
3967262,11039417,494917,25795394,NZ,142.96,Lansdowne,Masterton,New Zealand,0.00,1652514261
3967262,11039415,494917,26234151,NZ,142.96,Lansdowne,Masterton,New Zealand,0.00,1652514261
3967262,11039416,494917,26643762,NZ,142.96,Lansdowne,Masterton,New Zealand,0.00,1652514261
3967262,11039414,494917,26650197,NZ,142.96,Lansdowne,Masterton,New Zealand,0.00,1652514261
3967261,11039413,41452,26168258,AU,59.99,Palm Beach,Palm Beach,Australia,0.00,1652514260
3967260,11039412,3253052,26463698,NZ,47.99,Hornby,Christchurch,New Zealand,12.00,1652514258
3967259,11039410,3234612,26606453,AU,89.97,Pascoe Vale South,Pascoe Vale South,Australia,20.00,1652514243
3967259,11039411,3234612,26606477,AU,89.97,Pascoe Vale South,Pascoe Vale South,Australia,20.00,1652514243
3967258,11039409,532204,26633114,AU,69.98,Armidale,Armidale,Australia,0.00,1652514151
3967257,11039407,3897542,26454818,AU,95.98,Kedron,Kedron,Australia,24.00,1652514147
3967257,11039408,3897542,26454993,AU,95.98,Kedron,Kedron,Australia,24.00,1652514147
3967256,11039402,979375,26045405,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039404,979375,26362908,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039400,979375,26543451,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039401,979375,26546001,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039406,979375,26560069,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039405,979375,26605173,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967256,11039403,979375,26716992,NZ,175.93,Grafton,Auckland,New Zealand,34.00,1652514128
3967255,11039399,686916,26476957,AU,34.98,Narre Warren,Narre Warren,Australia,0.00,1652514079
3967255,11039398,686916,26618142,AU,34.98,Narre Warren,Narre Warren,Australia,0.00,1652514079
3967254,11039397,3897574,26143125,AU,99.98,Murrumba Downs,Murrumba Downs,Australia,0.00,1652514077
3967253,11039396,1067892,26227276,AU,149.96,Collingwood,Collingwood,Australia,0.00,1652514026
3967253,11039394,1067892,26475073,AU,149.96,Collingwood,Collingwood,Australia,0.00,1652514026
3967253,11039395,1067892,26606460,AU,149.96,Collingwood,Collingwood,Australia,0.00,1652514026
3967252,11039393,1325929,26634227,AU,59.99,Maryville,Maryville,Australia,0.00,1652514008
3967251,11039388,3897540,25988062,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039390,3897540,26249339,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039389,3897540,26374017,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039392,3897540,26574332,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039391,3897540,26574387,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039386,3897540,26581088,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967251,11039387,3897540,26637792,AU,190.93,Belair,Belair,Australia,30.00,1652513995
3967250,11039383,3897572,25587203,AU,47.92,Baulkham Hills,Baulkham Hills,Australia,0.00,1652513970
3967250,11039384,3897572,26195698,AU,47.92,Baulkham Hills,Baulkham Hills,Australia,0.00,1652513970
3967250,11039385,3897572,26474489,AU,47.92,Baulkham Hills,Baulkham Hills,Australia,0.00,1652513970
3967249,11039382,2917363,26600130,NZ,59.99,NULL,NULL,New Zealand,0.00,1652513946
3967248,11039381,3896963,26065076,AU,36.94,Lilydale,Lilydale,Australia,0.00,1652513917
3967247,11039379,3897003,26262000,AU,63.98,Hobart,NULL,Australia,16.00,1652513829
3967247,11039380,3897003,26571522,AU,63.98,Hobart,NULL,Australia,16.00,1652513829
3967246,11039377,1112375,25600698,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967246,11039374,1112375,25821567,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967246,11039378,1112375,26370903,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967246,11039376,1112375,26405841,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967246,11039375,1112375,26444291,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967246,11039373,1112375,26645216,NZ,184.96,Manurewa,Auckland,New Zealand,0.00,1652513818
3967245,11039357,1496597,23799691,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039355,1496597,25298666,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039361,1496597,25593471,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039359,1496597,25861068,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039370,1496597,25964523,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039372,1496597,26020907,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039368,1496597,26044347,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039369,1496597,26132938,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039364,1496597,26135489,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039358,1496597,26152387,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039356,1496597,26304809,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039365,1496597,26460352,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039362,1496597,26541136,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039366,1496597,26579986,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039367,1496597,26605012,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039363,1496597,26612362,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039371,1496597,26617282,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967245,11039360,1496597,26629773,NZ,509.12,Waikanae,Wellington,New Zealand,47.70,1652513803
3967244,11039354,2787749,26426358,NZ,79.98,Paremata,Porirua,New Zealand,0.00,1652513765
3967244,11039353,2787749,26715766,NZ,79.98,Paremata,Porirua,New Zealand,0.00,1652513765
3967243,11039352,3896498,26368603,NZ,49.44,Hamilton East,Hamilton,New Zealand,7.50,1652513740
3967242,11039351,3892309,26420592,NZ,26.93,Kelston,Auckland,New Zealand,0.00,1652513729
3967242,11039350,3892309,26422251,NZ,26.93,Kelston,Auckland,New Zealand,0.00,1652513729
3967241,11039349,237928,26568393,NZ,119.98,Burgess Park,Taranaki,New Zealand,0.00,1652513726
3967241,11039348,237928,26619149,NZ,119.98,Burgess Park,Taranaki,New Zealand,0.00,1652513726
3967240,11039347,2481834,26593647,AU,41.98,Doubleview,Doubleview,Australia,8.00,1652513684
3967239,11039346,2347205,26634845,AU,19.99,Franklin,Franklin,Australia,5.00,1652513643
3967238,11039344,902041,26554198,NZ,69.98,Snells Beach,Auckland,New Zealand,0.00,1652513643
3967238,11039345,902041,26614663,NZ,69.98,Snells Beach,Auckland,New Zealand,0.00,1652513643
3967237,11039343,2757489,999998,AU,30.00,NULL,NULL,Australia,0.00,1652513637
3967236,11039341,2587046,25988062,AU,73.97,Pearce,Pearce,Australia,16.00,1652513627
3967236,11039342,2587046,26625836,AU,73.97,Pearce,Pearce,Australia,16.00,1652513627
3967235,11039338,554690,26343600,NZ,98.97,Tawa,Wellington,New Zealand,11.00,1652513618
3967235,11039340,554690,26614977,NZ,98.97,Tawa,Wellington,New Zealand,11.00,1652513618
3967235,11039339,554690,26629087,NZ,98.97,Tawa,Wellington,New Zealand,11.00,1652513618
3967234,11039337,875886,26451480,AU,69.99,Hawthorn,Hawthorn,Australia,0.00,1652513609
3967233,11039333,2813406,26156590,AU,189.95,PEREGIAN BEACH,Peregian Beach,Australia,40.00,1652513604
3967233,11039336,2813406,26297279,AU,189.95,PEREGIAN BEACH,Peregian Beach,Australia,40.00,1652513604
3967233,11039335,2813406,26377643,AU,189.95,PEREGIAN BEACH,Peregian Beach,Australia,40.00,1652513604
3967233,11039334,2813406,26454856,AU,189.95,PEREGIAN BEACH,Peregian Beach,Australia,40.00,1652513604
3967233,11039332,2813406,26675374,AU,189.95,PEREGIAN BEACH,Peregian Beach,Australia,40.00,1652513604
3967232,11039331,1017792,26389738,AU,55.99,North Melbourne,North Melbourne,Australia,14.00,1652513578
3967231,11039330,2588572,26456461,AU,59.99,Mascot,Mascot,Australia,0.00,1652513558
3967230,11039328,155520,26367569,NZ,69.98,Milford,Auckland,New Zealand,0.00,1652513558
3967230,11039329,155520,26585161,NZ,69.98,Milford,Auckland,New Zealand,0.00,1652513558
3967229,11039326,3257027,26367538,NZ,55.23,Mount Eden,Auckland,New Zealand,9.75,1652513543
3967229,11039327,3257027,26527659,NZ,55.23,Mount Eden,Auckland,New Zealand,9.75,1652513543
3967228,11039322,1411774,26424743,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967228,11039325,1411774,26463049,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967228,11039324,1411774,26554143,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967228,11039321,1411774,26591070,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967228,11039320,1411774,26609782,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967228,11039323,1411774,26629087,NZ,144.96,NULL,NULL,New Zealand,0.00,1652513527
3967227,11039319,3897567,26454702,AU,54.94,Clyde North,Clyde North,Australia,12.00,1652513483
3967226,11039318,1414823,26048086,NZ,59.98,Papamoa Beach,Papamoa,New Zealand,0.00,1652513462
3967226,11039317,1414823,26339931,NZ,59.98,Papamoa Beach,Papamoa,New Zealand,0.00,1652513462
3967225,11039308,2788946,26065939,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039315,2788946,26168203,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039310,2788946,26362823,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039311,2788946,26438801,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039309,2788946,26476537,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039313,2788946,26498768,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039312,2788946,26503585,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039314,2788946,26530925,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967225,11039316,2788946,26574431,AU,319.91,Brunswick East,Brunswick East,Australia,0.00,1652513445
3967224,11039307,739856,26454740,NZ,59.99,St Albans,Christchurch,New Zealand,0.00,1652513436
3967223,11039305,3220767,26378169,AU,89.98,Waratah,Waratah,Australia,0.00,1652513373
3967223,11039306,3220767,26454870,AU,89.98,Waratah,Waratah,Australia,0.00,1652513373
3967222,11039304,2588572,26244457,AU,89.97,Mascot,Mascot,Australia,0.00,1652513354
3967222,11039302,2588572,26503585,AU,89.97,Mascot,Mascot,Australia,0.00,1652513354
3967222,11039303,2588572,26568461,AU,89.97,Mascot,Mascot,Australia,0.00,1652513354
3967221,11039301,3295414,26215648,AU,59.99,palmyra,NULL,Australia,0.00,1652513343
3967220,11039300,2649846,26650395,NZ,46.94,Waiuku,Auckland,New Zealand,0.00,1652513302
3967219,11039299,108790,25768442,NZ,94.49,Witherlea,Blenheim,New Zealand,10.50,1652513300
3967219,11039298,108790,26541495,NZ,94.49,Witherlea,Blenheim,New Zealand,10.50,1652513300
3967218,11039296,1521791,26557175,NZ,56.98,Epsom,Auckland,New Zealand,0.00,1652513284
3967218,11039297,1521791,26714561,NZ,56.98,Epsom,Auckland,New Zealand,0.00,1652513284
3967217,11039291,643592,25912609,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967217,11039292,643592,26064611,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967217,11039293,643592,26222646,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967217,11039290,643592,26272627,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967217,11039294,643592,26329130,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967217,11039295,643592,26584775,AU,99.94,Bentleigh East,Victoria,Australia,0.00,1652513271
3967216,11039289,873426,26622415,AU,59.99,Terrigal,Terrigal,Australia,0.00,1652513235
3967215,11039282,184218,26330259,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039283,184218,26335551,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039287,184218,26363233,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039286,184218,26363288,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039284,184218,26367859,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039288,184218,26470399,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967215,11039285,184218,26551463,NZ,189.93,NULL,NULL,New Zealand,0.00,1652513179
3967214,11039281,3897558,26634265,AU,69.98,Salisbury Park,Salisbury Park,Australia,0.00,1652513174
3967213,11039275,3103471,26150406,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967213,11039278,3103471,26389738,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967213,11039276,3103471,26581538,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967213,11039280,3103471,26650319,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967213,11039277,3103471,26680576,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967213,11039279,3103471,26684918,AU,267.94,Lathlain,Lathlain,Australia,62.00,1652513167
3967212,11039274,1574569,26387079,NZ,114.99,Doyleston,Canterbury,New Zealand,0.00,1652513147
3967212,11039272,1574569,26542348,NZ,114.99,Doyleston,Canterbury,New Zealand,0.00,1652513147
3967212,11039273,1574569,26542461,NZ,114.99,Doyleston,Canterbury,New Zealand,0.00,1652513147
3967211,11039271,1750166,26597126,AU,41.93,Brighton,Brighton,Australia,0.00,1652513139
3967211,11039270,1750166,26597379,AU,41.93,Brighton,Brighton,Australia,0.00,1652513139
3967210,11039269,1297672,26614687,NZ,39.99,Roslyn,Palmerston North,New Zealand,0.00,1652513123
